,DATE,PLACE,PLOT,VALUE,MONTH
49623,2015-06-01,"St. Catharines-Niagara, Ontario",Total (house and land),93.3,6
49626,2015-06-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),95.7,6
49629,2015-06-01,"Guelph, Ontario",Total (house and land),,6
49632,2015-06-01,"London, Ontario",Total (house and land),96.2,6
49635,2015-06-01,"Windsor, Ontario",Total (house and land),95.5,6
49638,2015-06-01,"Greater Sudbury, Ontario",Total (house and land),99.1,6
49647,2015-06-01,"Winnipeg, Manitoba",Total (house and land),97.2,6
49653,2015-06-01,"Regina, Saskatchewan",Total (house and land),100.3,6
49656,2015-06-01,"Saskatoon, Saskatchewan",Total (house and land),102.6,6
49662,2015-06-01,"Calgary, Alberta",Total (house and land),100.8,6
49665,2015-06-01,"Edmonton, Alberta",Total (house and land),100.4,6
49671,2015-06-01,"Kelowna, British Columbia",Total (house and land),,6
49674,2015-06-01,"Vancouver, British Columbia",Total (house and land),94.3,6
49677,2015-06-01,"Victoria, British Columbia",Total (house and land),95.0,6
49686,2015-07-01,Newfoundland and Labrador,Total (house and land),100.1,7
49689,2015-07-01,"St. John's, Newfoundland and Labrador",Total (house and land),100.1,7
49692,2015-07-01,Prince Edward Island,Total (house and land),100.1,7
49695,2015-07-01,"Charlottetown, Prince Edward Island",Total (house and land),100.1,7
49701,2015-07-01,"Halifax, Nova Scotia",Total (house and land),99.0,7
49707,2015-07-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.3,7
49713,2015-07-01,"Québec, Quebec",Total (house and land),100.3,7
49716,2015-07-01,"Sherbrooke, Quebec",Total (house and land),,7
49719,2015-07-01,"Trois-Rivières, Quebec",Total (house and land),,7
49722,2015-07-01,"Montréal, Quebec",Total (house and land),98.5,7
49725,2015-07-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),,7
49731,2015-07-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),98.8,7
49734,2015-07-01,"Oshawa, Ontario",Total (house and land),,7
49737,2015-07-01,"Toronto, Ontario",Total (house and land),91.1,7
49740,2015-07-01,"Hamilton, Ontario",Total (house and land),96.1,7
49743,2015-07-01,"St. Catharines-Niagara, Ontario",Total (house and land),93.3,7
49746,2015-07-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),95.5,7
49749,2015-07-01,"Guelph, Ontario",Total (house and land),,7
49752,2015-07-01,"London, Ontario",Total (house and land),96.5,7
49755,2015-07-01,"Windsor, Ontario",Total (house and land),95.5,7
49758,2015-07-01,"Greater Sudbury, Ontario",Total (house and land),99.1,7
49767,2015-07-01,"Winnipeg, Manitoba",Total (house and land),97.3,7
49773,2015-07-01,"Regina, Saskatchewan",Total (house and land),100.3,7
49776,2015-07-01,"Saskatoon, Saskatchewan",Total (house and land),103.1,7
49782,2015-07-01,"Calgary, Alberta",Total (house and land),100.6,7
49785,2015-07-01,"Edmonton, Alberta",Total (house and land),100.4,7
49791,2015-07-01,"Kelowna, British Columbia",Total (house and land),,7
49794,2015-07-01,"Vancouver, British Columbia",Total (house and land),94.7,7
49797,2015-07-01,"Victoria, British Columbia",Total (house and land),95.0,7
49806,2015-08-01,Newfoundland and Labrador,Total (house and land),100.1,8
49809,2015-08-01,"St. John's, Newfoundland and Labrador",Total (house and land),100.1,8
49812,2015-08-01,Prince Edward Island,Total (house and land),100.0,8
49815,2015-08-01,"Charlottetown, Prince Edward Island",Total (house and land),100.0,8
49821,2015-08-01,"Halifax, Nova Scotia",Total (house and land),99.0,8
49827,2015-08-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.3,8
49833,2015-08-01,"Québec, Quebec",Total (house and land),100.1,8
49836,2015-08-01,"Sherbrooke, Quebec",Total (house and land),,8
49839,2015-08-01,"Trois-Rivières, Quebec",Total (house and land),,8
49842,2015-08-01,"Montréal, Quebec",Total (house and land),98.6,8
49845,2015-08-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),,8
49851,2015-08-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),98.8,8
49854,2015-08-01,"Oshawa, Ontario",Total (house and land),,8
49857,2015-08-01,"Toronto, Ontario",Total (house and land),91.6,8
49860,2015-08-01,"Hamilton, Ontario",Total (house and land),96.8,8
49863,2015-08-01,"St. Catharines-Niagara, Ontario",Total (house and land),93.9,8
49866,2015-08-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),95.6,8
49869,2015-08-01,"Guelph, Ontario",Total (house and land),,8
49872,2015-08-01,"London, Ontario",Total (house and land),96.6,8
49875,2015-08-01,"Windsor, Ontario",Total (house and land),95.6,8
49878,2015-08-01,"Greater Sudbury, Ontario",Total (house and land),99.1,8
49887,2015-08-01,"Winnipeg, Manitoba",Total (house and land),97.3,8
49893,2015-08-01,"Regina, Saskatchewan",Total (house and land),100.1,8
49896,2015-08-01,"Saskatoon, Saskatchewan",Total (house and land),103.1,8
49902,2015-08-01,"Calgary, Alberta",Total (house and land),100.6,8
49905,2015-08-01,"Edmonton, Alberta",Total (house and land),100.4,8
49911,2015-08-01,"Kelowna, British Columbia",Total (house and land),,8
49914,2015-08-01,"Vancouver, British Columbia",Total (house and land),94.7,8
49917,2015-08-01,"Victoria, British Columbia",Total (house and land),94.9,8
49926,2015-09-01,Newfoundland and Labrador,Total (house and land),100.1,9
49929,2015-09-01,"St. John's, Newfoundland and Labrador",Total (house and land),100.1,9
49932,2015-09-01,Prince Edward Island,Total (house and land),99.0,9
49935,2015-09-01,"Charlottetown, Prince Edward Island",Total (house and land),99.0,9
49941,2015-09-01,"Halifax, Nova Scotia",Total (house and land),99.0,9
49947,2015-09-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.3,9
49953,2015-09-01,"Québec, Quebec",Total (house and land),100.1,9
49956,2015-09-01,"Sherbrooke, Quebec",Total (house and land),,9
49959,2015-09-01,"Trois-Rivières, Quebec",Total (house and land),,9
49962,2015-09-01,"Montréal, Quebec",Total (house and land),98.8,9
49965,2015-09-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),,9
49971,2015-09-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),99.1,9
49974,2015-09-01,"Oshawa, Ontario",Total (house and land),,9
49977,2015-09-01,"Toronto, Ontario",Total (house and land),91.8,9
49980,2015-09-01,"Hamilton, Ontario",Total (house and land),96.9,9
49983,2015-09-01,"St. Catharines-Niagara, Ontario",Total (house and land),93.9,9
49986,2015-09-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),95.8,9
49989,2015-09-01,"Guelph, Ontario",Total (house and land),,9
49992,2015-09-01,"London, Ontario",Total (house and land),96.8,9
49995,2015-09-01,"Windsor, Ontario",Total (house and land),95.5,9
49998,2015-09-01,"Greater Sudbury, Ontario",Total (house and land),99.1,9
50007,2015-09-01,"Winnipeg, Manitoba",Total (house and land),97.5,9
50013,2015-09-01,"Regina, Saskatchewan",Total (house and land),100.3,9
50016,2015-09-01,"Saskatoon, Saskatchewan",Total (house and land),102.3,9
50022,2015-09-01,"Calgary, Alberta",Total (house and land),100.6,9
50025,2015-09-01,"Edmonton, Alberta",Total (house and land),100.4,9
50031,2015-09-01,"Kelowna, British Columbia",Total (house and land),,9
50034,2015-09-01,"Vancouver, British Columbia",Total (house and land),95.1,9
50037,2015-09-01,"Victoria, British Columbia",Total (house and land),94.9,9
50046,2015-10-01,Newfoundland and Labrador,Total (house and land),100.1,10
50049,2015-10-01,"St. John's, Newfoundland and Labrador",Total (house and land),100.1,10
50052,2015-10-01,Prince Edward Island,Total (house and land),99.0,10
50055,2015-10-01,"Charlottetown, Prince Edward Island",Total (house and land),99.0,10
50061,2015-10-01,"Halifax, Nova Scotia",Total (house and land),99.1,10
50067,2015-10-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.3,10
50073,2015-10-01,"Québec, Quebec",Total (house and land),100.1,10
50076,2015-10-01,"Sherbrooke, Quebec",Total (house and land),,10
50079,2015-10-01,"Trois-Rivières, Quebec",Total (house and land),,10
50082,2015-10-01,"Montréal, Quebec",Total (house and land),98.8,10
50085,2015-10-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),,10
50091,2015-10-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),99.1,10
50094,2015-10-01,"Oshawa, Ontario",Total (house and land),,10
50097,2015-10-01,"Toronto, Ontario",Total (house and land),92.2,10
50100,2015-10-01,"Hamilton, Ontario",Total (house and land),97.3,10
50103,2015-10-01,"St. Catharines-Niagara, Ontario",Total (house and land),93.6,10
50106,2015-10-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),95.8,10
50109,2015-10-01,"Guelph, Ontario",Total (house and land),,10
50112,2015-10-01,"London, Ontario",Total (house and land),96.8,10
50115,2015-10-01,"Windsor, Ontario",Total (house and land),95.5,10
50118,2015-10-01,"Greater Sudbury, Ontario",Total (house and land),99.1,10
50127,2015-10-01,"Winnipeg, Manitoba",Total (house and land),97.6,10
50133,2015-10-01,"Regina, Saskatchewan",Total (house and land),100.2,10
50136,2015-10-01,"Saskatoon, Saskatchewan",Total (house and land),101.9,10
50142,2015-10-01,"Calgary, Alberta",Total (house and land),100.6,10
50145,2015-10-01,"Edmonton, Alberta",Total (house and land),100.8,10
50151,2015-10-01,"Kelowna, British Columbia",Total (house and land),,10
50154,2015-10-01,"Vancouver, British Columbia",Total (house and land),95.4,10
50157,2015-10-01,"Victoria, British Columbia",Total (house and land),95.2,10
50166,2015-11-01,Newfoundland and Labrador,Total (house and land),100.3,11
50169,2015-11-01,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,11
50172,2015-11-01,Prince Edward Island,Total (house and land),99.1,11
50175,2015-11-01,"Charlottetown, Prince Edward Island",Total (house and land),99.1,11
50181,2015-11-01,"Halifax, Nova Scotia",Total (house and land),98.7,11
50187,2015-11-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.4,11
50193,2015-11-01,"Québec, Quebec",Total (house and land),99.9,11
50196,2015-11-01,"Sherbrooke, Quebec",Total (house and land),,11
50199,2015-11-01,"Trois-Rivières, Quebec",Total (house and land),,11
50202,2015-11-01,"Montréal, Quebec",Total (house and land),99.3,11
50205,2015-11-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),,11
50211,2015-11-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),98.9,11
50214,2015-11-01,"Oshawa, Ontario",Total (house and land),,11
50217,2015-11-01,"Toronto, Ontario",Total (house and land),92.5,11
50220,2015-11-01,"Hamilton, Ontario",Total (house and land),97.3,11
50223,2015-11-01,"St. Catharines-Niagara, Ontario",Total (house and land),93.8,11
50226,2015-11-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),95.8,11
50229,2015-11-01,"Guelph, Ontario",Total (house and land),,11
50232,2015-11-01,"London, Ontario",Total (house and land),96.9,11
50235,2015-11-01,"Windsor, Ontario",Total (house and land),95.3,11
50238,2015-11-01,"Greater Sudbury, Ontario",Total (house and land),99.1,11
50247,2015-11-01,"Winnipeg, Manitoba",Total (house and land),97.7,11
50253,2015-11-01,"Regina, Saskatchewan",Total (house and land),100.1,11
50256,2015-11-01,"Saskatoon, Saskatchewan",Total (house and land),101.5,11
50262,2015-11-01,"Calgary, Alberta",Total (house and land),100.7,11
50265,2015-11-01,"Edmonton, Alberta",Total (house and land),100.7,11
50271,2015-11-01,"Kelowna, British Columbia",Total (house and land),,11
50274,2015-11-01,"Vancouver, British Columbia",Total (house and land),95.8,11
50277,2015-11-01,"Victoria, British Columbia",Total (house and land),95.2,11
50286,2015-12-01,Newfoundland and Labrador,Total (house and land),100.3,12
50289,2015-12-01,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,12
50292,2015-12-01,Prince Edward Island,Total (house and land),99.1,12
50295,2015-12-01,"Charlottetown, Prince Edward Island",Total (house and land),99.1,12
50301,2015-12-01,"Halifax, Nova Scotia",Total (house and land),98.9,12
50307,2015-12-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.4,12
50313,2015-12-01,"Québec, Quebec",Total (house and land),99.9,12
50316,2015-12-01,"Sherbrooke, Quebec",Total (house and land),,12
50319,2015-12-01,"Trois-Rivières, Quebec",Total (house and land),,12
50322,2015-12-01,"Montréal, Quebec",Total (house and land),99.2,12
50325,2015-12-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),,12
50331,2015-12-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),99.0,12
50334,2015-12-01,"Oshawa, Ontario",Total (house and land),,12
50337,2015-12-01,"Toronto, Ontario",Total (house and land),92.6,12
50340,2015-12-01,"Hamilton, Ontario",Total (house and land),97.3,12
50343,2015-12-01,"St. Catharines-Niagara, Ontario",Total (house and land),94.6,12
50346,2015-12-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),96.0,12
50349,2015-12-01,"Guelph, Ontario",Total (house and land),,12
50352,2015-12-01,"London, Ontario",Total (house and land),96.9,12
50355,2015-12-01,"Windsor, Ontario",Total (house and land),95.3,12
50358,2015-12-01,"Greater Sudbury, Ontario",Total (house and land),99.0,12
50367,2015-12-01,"Winnipeg, Manitoba",Total (house and land),97.7,12
50373,2015-12-01,"Regina, Saskatchewan",Total (house and land),100.6,12
50376,2015-12-01,"Saskatoon, Saskatchewan",Total (house and land),101.4,12
50382,2015-12-01,"Calgary, Alberta",Total (house and land),100.7,12
50385,2015-12-01,"Edmonton, Alberta",Total (house and land),100.7,12
50391,2015-12-01,"Kelowna, British Columbia",Total (house and land),,12
50394,2015-12-01,"Vancouver, British Columbia",Total (house and land),96.0,12
50397,2015-12-01,"Victoria, British Columbia",Total (house and land),95.2,12
50406,2016-01-01,Newfoundland and Labrador,Total (house and land),100.3,1
50409,2016-01-01,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,1
50412,2016-01-01,Prince Edward Island,Total (house and land),99.1,1
50415,2016-01-01,"Charlottetown, Prince Edward Island",Total (house and land),99.1,1
50421,2016-01-01,"Halifax, Nova Scotia",Total (house and land),98.9,1
50427,2016-01-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.3,1
50433,2016-01-01,"Québec, Quebec",Total (house and land),99.9,1
50436,2016-01-01,"Sherbrooke, Quebec",Total (house and land),,1
50439,2016-01-01,"Trois-Rivières, Quebec",Total (house and land),,1
50442,2016-01-01,"Montréal, Quebec",Total (house and land),99.2,1
50445,2016-01-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),,1
50451,2016-01-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),99.0,1
50454,2016-01-01,"Oshawa, Ontario",Total (house and land),,1
50457,2016-01-01,"Toronto, Ontario",Total (house and land),92.8,1
50460,2016-01-01,"Hamilton, Ontario",Total (house and land),97.4,1
50463,2016-01-01,"St. Catharines-Niagara, Ontario",Total (house and land),94.7,1
50466,2016-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),96.0,1
50469,2016-01-01,"Guelph, Ontario",Total (house and land),,1
50472,2016-01-01,"London, Ontario",Total (house and land),97.3,1
50475,2016-01-01,"Windsor, Ontario",Total (house and land),95.3,1
50478,2016-01-01,"Greater Sudbury, Ontario",Total (house and land),99.0,1
50487,2016-01-01,"Winnipeg, Manitoba",Total (house and land),97.9,1
50493,2016-01-01,"Regina, Saskatchewan",Total (house and land),100.8,1
50496,2016-01-01,"Saskatoon, Saskatchewan",Total (house and land),101.1,1
50502,2016-01-01,"Calgary, Alberta",Total (house and land),100.7,1
50505,2016-01-01,"Edmonton, Alberta",Total (house and land),100.6,1
50511,2016-01-01,"Kelowna, British Columbia",Total (house and land),,1
50514,2016-01-01,"Vancouver, British Columbia",Total (house and land),96.4,1
50517,2016-01-01,"Victoria, British Columbia",Total (house and land),95.2,1
50526,2016-02-01,Newfoundland and Labrador,Total (house and land),100.3,2
50529,2016-02-01,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,2
50532,2016-02-01,Prince Edward Island,Total (house and land),100.3,2
50535,2016-02-01,"Charlottetown, Prince Edward Island",Total (house and land),100.3,2
50541,2016-02-01,"Halifax, Nova Scotia",Total (house and land),98.9,2
50547,2016-02-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.3,2
50553,2016-02-01,"Québec, Quebec",Total (house and land),99.9,2
50556,2016-02-01,"Sherbrooke, Quebec",Total (house and land),,2
50559,2016-02-01,"Trois-Rivières, Quebec",Total (house and land),,2
50562,2016-02-01,"Montréal, Quebec",Total (house and land),99.4,2
50565,2016-02-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),,2
50571,2016-02-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),99.0,2
50574,2016-02-01,"Oshawa, Ontario",Total (house and land),,2
50577,2016-02-01,"Toronto, Ontario",Total (house and land),93.2,2
50580,2016-02-01,"Hamilton, Ontario",Total (house and land),97.9,2
50583,2016-02-01,"St. Catharines-Niagara, Ontario",Total (house and land),95.1,2
